city,region,country,match_keys,months,name,kind,when,blurb
Rome,,Italy,"rome",2,Carnevale nearby in the hills,festival,February,Masks closer than Venice if you only have a Rome stay.
Rome,,Italy,"rome",4,Easter in Rome,culture,March–April,Processions and packed piazzas. Quiet Tuesday after is a gift.
Rome,,Italy,"rome",6,Estate Romana,culture,June–August,Night concerts in ruins. The city’s summer program.
Rome,,Italy,"rome",8,Ferragosto hush,season,15 August,Rome empties. Fountains and a table if you booked.
Rome,,Italy,"rome",9,Vendemmia in the Castelli,season,September,Grape harvest in the hills. An easy train from Termini.
Mexico City,,Mexico,"mexico city|cdmx",4,Feria de las Flores in Xochimilco,festival,April,Trajineras and flowers south of the centro.
Mexico City,,Mexico,"mexico city|cdmx",9,Independence nights,festival,15–16 September,El Grito, flags, and plazas that stay loud past midnight.
Mexico City,,Mexico,"mexico city|cdmx",10,Día de Muertos,culture,Late October–2 November,Altars, marigolds, and a night that is tender more than scary.
Mexico City,,Mexico,"mexico city|cdmx",11,Day of the Virgin of Guadalupe,culture,12 December nearby / pilgrim week,Villa de Guadalupe fills before dawn. A living pilgrimage.
Austin,TX,USA,"austin",3,SXSW,festival,March,Music, film, and badge lines. Book if you like a crowded week.
Austin,TX,USA,"austin",4,Austin Reggae Fest,festival,April,Auditorium Shores. A local weekend SXSW overshadows.
Austin,TX,USA,"austin",10,Austin City Limits,festival,October,Zilker Park weekends. Two identical lineups if you pick dates.
Austin,TX,USA,"austin",10,Bat season on the Congress Bridge,season,August–October,Dusk flights. Free and still surprising.
New Orleans,LA,USA,"new orleans|nola",2,Mardi Gras,festival,February–March,Krewes and king cake. Pick a neighborhood, not only Bourbon.
New Orleans,LA,USA,"new orleans|nola",4,French Quarter Festival,festival,April,Free stages. Locals call it the better Jazz Fest warm-up.
New Orleans,LA,USA,"new orleans|nola",5,Jazz Fest,festival,Late April–May,The Fair Grounds. Congo Square is the soul of the weekend.
New Orleans,LA,USA,"new orleans|nola",10,Voodoo season and Halloween,festival,October,Second-line energy without the spring crush.
Chicago,IL,USA,"chicago",3,St. Patrick’s river green,festival,Saturday before 17 March,The river goes green. Stay for the South Side parade the next day.
Chicago,IL,USA,"chicago",6,Printers Row Lit Fest,culture,June,A bookish weekend most food tourists miss.
Chicago,IL,USA,"chicago",9,World Music Festival,festival,September,Free neighborhood venues. Not Lollapalooza.
Chicago,IL,USA,"chicago",10,Open House Chicago,culture,October,Interiors you cannot usually see. Architecture city’s secret weekend.
Edinburgh,,UK,"edinburgh",8,Edinburgh Festival Fringe,festival,August,The whole city is a venue. Book beds months out.
Edinburgh,,UK,"edinburgh",10,Harvest weekends,season,September–October,Markets, wool, and walks that want a jacket by late afternoon.
Edinburgh,,UK,"edinburgh",12,Hogmanay,festival,31 December,Edinburgh’s new year. Book if you like a crowd that sings.
Marrakech,,Morocco,"marrakech",5,Rose season in the south,season,April–May,Valleys toward Kelaat M’Gouna smell like the souk before the heat.
Marrakech,,Morocco,"marrakech",6,Gnaoua Festival hop to Essaouira,festival,Late June,A coast weekend of trance and brass. Easy bus from Marrakech.
Marrakech,,Morocco,"marrakech",9,Date harvest on the road to the desert,season,September–October,Oases south of town. Slower than the Jemaa.
Istanbul,,Türkiye,"istanbul",3,Istanbul Film Festival,culture,April often,Screenings across Beyoğlu. A cinephile week.
Istanbul,,Türkiye,"istanbul",5,Hidrellez in Ahırkapı,festival,5 May,Roma spring night by the walls. Music until dawn.
Istanbul,,Türkiye,"istanbul",9,Istanbul Biennial years,culture,Autumn in odd or even years,Contemporary work in unexpected buildings.
Istanbul,,Türkiye,"istanbul",10,Autumn on the Bosphorus,season,October,Tea houses and ferries without the August crush.
Singapore,,Singapore,"singapore",1,Chingay Parade,festival,January–February,The civic answer to Lunar New Year. Floats on the downtown streets.
Singapore,,Singapore,"singapore",7,Singapore Food Festival,festival,July,Hawker takeovers. Eat where office workers queue.
Singapore,,Singapore,"singapore",8,National Day fireworks,culture,9 August,Padang and the bay. Book a waterfront table or a rooftop.
Singapore,,Singapore,"singapore",10,Deepavali in Little India,festival,October–November,Lights on Serangoon. The quieter sister to Orchard Christmas.
Lisbon,,Portugal,"lisbon",6,Santos Populares,festival,12–13 June,Sardines, manjerico, and marches in Alfama for Santo António.
Lisbon,,Portugal,"lisbon",9,Lisbon under the late-summer light,season,September,The heat breaks. Tram 28 is still a circus; go early.
Lisbon,,Portugal,"lisbon",11,São Martinho roast-chestnut days,season,11 November,Água-pé and chestnuts. A small civic sweet.
Mumbai,,India,"mumbai",8,Ganesh Chaturthi,festival,August–September,Processions to the sea. Mumbai is electric; Pune too.
Mumbai,,India,"mumbai",9,Ganesh visarjan weekend,festival,Anant Chaturdashi,The last immersions. Chowpatty at dusk.
Mumbai,,India,"mumbai",10,Navratri garba nights,festival,September–October,Nine nights of dance in the suburbs. Ask a friend for a venue.
Chiang Mai,,Thailand,"chiang mai",4,Songkran in the north,festival,April,Moat water fights with a little more room than Bangkok.
Chiang Mai,,Thailand,"chiang mai",11,Yi Peng and Loy Krathong,festival,November,Lanterns over the city and krathongs on the Ping.
Chiang Mai,,Thailand,"chiang mai",12,Cool-season mornings,season,November–February,Temple walks and night markets without the heaviest heat.
